,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19
2026-02-01,1105467.9726639774,1098321.8125944743,1168057.5531647354,1140076.2845278566,1073970.413021036,1078182.0281342464,1189071.4119701101,1157026.6730178434,1007430.1403250124,1149291.8854758362,999090.9627227775,1127596.0652352315,1163789.0451312975,1215578.7296135712,1161525.4478250262,1122125.7616830487,1195145.4725967043,1071256.25595531,1099418.8828382606,1120696.0605837645
2026-03-01,1104239.0061315205,1094077.0050112938,1182398.6956959493,1161518.844158804,1082381.3847561136,1087528.003969537,1203432.6890303174,1153488.9773555913,1021787.7146376102,1153377.8739938147,991635.1018609478,1118073.5465410661,1163294.768719549,1240193.9336538806,1180440.4759290568,1122217.6841156348,1202957.416194855,1069089.9441100168,1097812.0356209832,1114535.8775234998
2026-04-01,1116856.9124478318,1103254.6262151184,1204305.609816322,1192238.4073296362,1094287.117534268,1112873.5466760315,1221188.3480017576,1160665.3747122227,1015397.2366092486,1161587.0200167482,988270.8808230255,1114683.6863253713,1169325.402446651,1265760.0073936726,1208078.275176259,1125653.836542597,1200649.3349786848,1091241.1227097593,1106448.0238185336,1125891.9914905713
2026-05-01,1127178.694469677,1098923.4416598757,1229069.4172537206,1212076.384271064,1113837.7642323999,1138528.7209583174,1220719.1134613068,1162597.5329588444,1025188.2699996737,1165385.4865271798,994103.92703936,1122614.131617892,1183044.7021300336,1277497.5998878474,1235912.56442505,1141261.1457828658,1201232.3142148715,1096430.7053167485,1117757.3667908998,1121471.3587514192
2026-06-01,1148176.5378175203,1077260.4865748135,1229171.2279265688,1227891.969918479,1117925.9452245745,1150232.1980853777,1205864.2565813244,1174661.4211946663,1038107.2560886665,1168434.257472466,1000589.9669745438,1128668.028850563,1185897.753128221,1275018.1938463857,1240423.331499933,1154546.611070103,1196748.039669183,1098910.545212554,1137476.9709502344,1106282.0871294902
2026-07-01,1166694.1422524806,1053359.754449282,1226562.930778725,1218409.1762451692,1122607.3383009552,1153753.0525052627,1186665.6470528995,1178533.9957092935,1032962.6163851839,1162008.0832671088,1010766.824957092,1121803.7085982144,1178806.7359336156,1259020.8557266544,1235460.0829621854,1159933.9026429085,1198760.2532402107,1097933.7029857975,1148444.7091068763,1090930.563852559
2026-08-01,1180228.7297443235,1041968.1344370267,1226600.1932879384,1217911.597193101,1116818.1139994576,1158633.4940426082,1168306.1257346075,1189305.9878554798,1026188.516091277,1163089.6306830118,1008825.858455316,1105138.6046426208,1178704.9889007767,1260441.5271285381,1239965.0127787674,1145557.1583370753,1194644.9558277952,1097845.9603297473,1153520.5152539953,1088279.5660137928
2026-09-01,1188911.1019431693,1053003.137824823,1218185.4679093978,1233761.0152169955,1120128.8826078633,1163667.2960689983,1177171.564271331,1204160.846382273,1035350.0151697245,1161519.2200416147,1013222.0934437454,1092408.9409359596,1193371.4868065212,1284374.8755591118,1246851.8890186492,1149559.010174503,1195432.3279691117,1094344.758337227,1159485.3063335917,1089210.0852251544
2026-10-01,1200074.2403366992,1061329.3412837891,1221607.0574444863,1242057.816342153,1134323.2137161312,1178044.8522189353,1195224.0960680733,1212478.777235827,1037634.6449236253,1146007.7995538383,1007412.6842101016,1092761.8996891861,1202783.263272022,1322013.0878814096,1245834.7626108413,1155556.692948108,1190167.6630137628,1078467.5149819518,1165286.605065965,1088048.6031550178
2026-11-01,1209861.56448633,1066713.431401671,1224614.248259189,1241068.052863761,1134925.1775138108,1181566.4643010218,1208009.865059727,1211737.7838010064,1045720.1179287076,1118677.9743182529,1002976.9754805061,1090056.420136574,1205450.6368719386,1350359.1193667236,1232452.393205218,1167137.5085772495,1199285.607895063,1080509.8569115687,1163165.2496518996,1090370.3783010638
2026-12-01,1219526.635316323,1062685.8666525928,1231821.9693947942,1248844.1208712233,1140341.6434723546,1198333.8813961307,1205767.8082874094,1217380.4143075612,1044961.3669863183,1108769.7571398527,1000052.7419322781,1082821.4067254153,1206705.4040746675,1355267.7623066723,1229719.7028366523,1171663.6295088662,1213579.5752295684,1084291.4372071663,1170374.3410640478,1102684.9050840505
2027-01-01,1248609.475636347,1072995.4775293414,1233018.3459575893,1278642.5878278585,1156424.806051767,1219156.564709233,1193835.7908056895,1235741.1392156847,1048437.3206339843,1099367.7230770253,1011401.5799593175,1076565.631114298,1219105.2262232287,1353852.256164901,1220747.7607870246,1176572.7677099672,1238767.153524603,1100705.6938725812,1172054.5238779644,1124388.449387699
2027-02-01,1257991.1775873387,1074874.7046283516,1255485.435531983,1313078.5074556957,1176053.0885694572,1238742.1205682324,1187622.5550947972,1238493.6043499599,1056895.66425409,1107581.199172035,1033443.1747303652,1087322.358629889,1230810.9911616493,1352007.0767254618,1228856.1967446597,1179499.4901428227,1263098.6484180428,1115779.7003423702,1192456.7547279305,1144325.8251319758
2027-03-01,1260911.5224053045,1068972.7080028492,1268341.784447591,1312154.7156980778,1175189.21381163,1257760.4414310332,1182418.855955596,1230471.8657726524,1067890.9377975857,1122400.9883195737,1031277.0746924783,1083145.121445927,1234202.3055275707,1347742.5525193482,1246878.4634974678,1172664.3530074307,1265780.378549241,1115314.5502900318,1208515.562217124,1173703.6870947292
